#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Evolution_Level,Sprite
132.0,Ditto,Normal,,288.0,48.0,48.0,48.0,48.0,48.0,48.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.0.png
133.0,Eevee,Normal,,325.0,55.0,55.0,50.0,45.0,65.0,55.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.0.png
134.0,Vaporeon,Water,,525.0,130.0,65.0,60.0,110.0,95.0,65.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.0.png
135.0,Jolteon,Electric,,525.0,65.0,65.0,60.0,110.0,95.0,130.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.0.png
136.0,Flareon,Fire,,525.0,65.0,130.0,60.0,95.0,110.0,65.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.0.png
138.0,Omanyte,Rock,Water,355.0,35.0,40.0,100.0,90.0,55.0,35.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.0.png
139.0,Omastar,Rock,Water,495.0,70.0,60.0,125.0,115.0,70.0,55.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.0.png
140.0,Kabuto,Rock,Water,355.0,30.0,80.0,90.0,55.0,45.0,55.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.0.png
141.0,Kabutops,Rock,Water,495.0,60.0,115.0,105.0,65.0,70.0,80.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.0.png
142.0,Aerodactyl,Rock,Flying,515.0,80.0,105.0,65.0,60.0,75.0,130.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.0.png
142.0,AerodactylMega Aerodactyl,Rock,Flying,615.0,80.0,135.0,85.0,70.0,95.0,150.0,1.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.0.png
143.0,Snorlax,Normal,,540.0,160.0,110.0,65.0,65.0,110.0,30.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.0.png
144.0,Articuno,Ice,Flying,580.0,90.0,85.0,100.0,95.0,125.0,85.0,1.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.0.png
145.0,Zapdos,Electric,Flying,580.0,90.0,90.0,85.0,125.0,90.0,100.0,1.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.0.png
146.0,Moltres,Fire,Flying,580.0,90.0,100.0,90.0,125.0,85.0,90.0,1.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.0.png
147.0,Dratini,Dragon,,300.0,41.0,64.0,45.0,50.0,50.0,50.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.0.png
148.0,Dragonair,Dragon,,420.0,61.0,84.0,65.0,70.0,70.0,70.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.0.png
149.0,Dragonite,Dragon,Flying,600.0,91.0,134.0,95.0,100.0,100.0,80.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.0.png
150.0,Mewtwo,Psychic,,680.0,106.0,110.0,90.0,154.0,90.0,130.0,1.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.0.png
150.0,MewtwoMega Mewtwo X,Psychic,Fighting,780.0,106.0,190.0,100.0,154.0,100.0,130.0,1.0,True,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.0.png
150.0,MewtwoMega Mewtwo Y,Psychic,,780.0,106.0,150.0,70.0,194.0,120.0,140.0,1.0,True,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.0.png
151.0,Mew,Psychic,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.0.png
152.0,Chikorita,Grass,,318.0,45.0,49.0,65.0,49.0,65.0,45.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.0.png
153.0,Bayleef,Grass,,405.0,60.0,62.0,80.0,63.0,80.0,60.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.0.png
154.0,Meganium,Grass,,525.0,80.0,82.0,100.0,83.0,100.0,80.0,2.0,False,3.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.0.png
155.0,Cyndaquil,Fire,,309.0,39.0,52.0,43.0,60.0,50.0,65.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.0.png
156.0,Quilava,Fire,,405.0,58.0,64.0,58.0,80.0,65.0,80.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.0.png
157.0,Typhlosion,Fire,,534.0,78.0,84.0,78.0,109.0,85.0,100.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.0.png
158.0,Totodile,Water,,314.0,50.0,65.0,64.0,44.0,48.0,43.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.0.png
159.0,Croconaw,Water,,405.0,65.0,80.0,80.0,59.0,63.0,58.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.0.png
160.0,Feraligatr,Water,,530.0,85.0,105.0,100.0,79.0,83.0,78.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.0.png
161.0,Sentret,Normal,,215.0,35.0,46.0,34.0,35.0,45.0,20.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.0.png
162.0,Furret,Normal,,415.0,85.0,76.0,64.0,45.0,55.0,90.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.0.png
163.0,Hoothoot,Normal,Flying,262.0,60.0,30.0,30.0,36.0,56.0,50.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.0.png
164.0,Noctowl,Normal,Flying,442.0,100.0,50.0,50.0,76.0,96.0,70.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.0.png
165.0,Ledyba,Bug,Flying,265.0,40.0,20.0,30.0,40.0,80.0,55.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.0.png
166.0,Ledian,Bug,Flying,390.0,55.0,35.0,50.0,55.0,110.0,85.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.0.png
167.0,Spinarak,Bug,Poison,250.0,40.0,60.0,40.0,40.0,40.0,30.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.0.png
168.0,Ariados,Bug,Poison,390.0,70.0,90.0,70.0,60.0,60.0,40.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.0.png
169.0,Crobat,Poison,Flying,535.0,85.0,90.0,80.0,70.0,80.0,130.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.0.png
170.0,Chinchou,Water,Electric,330.0,75.0,38.0,38.0,56.0,56.0,67.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.0.png
171.0,Lanturn,Water,Electric,460.0,125.0,58.0,58.0,76.0,76.0,67.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.0.png
172.0,Pichu,Electric,,205.0,20.0,40.0,15.0,35.0,35.0,60.0,2.0,False,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.0.png
173.0,Cleffa,Fairy,,218.0,50.0,25.0,28.0,45.0,55.0,15.0,2.0,False,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.0.png
174.0,Igglybuff,Normal,Fairy,210.0,90.0,30.0,15.0,40.0,20.0,15.0,2.0,False,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.0.png
175.0,Togepi,Fairy,,245.0,35.0,20.0,65.0,40.0,65.0,20.0,2.0,False,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.0.png
176.0,Togetic,Fairy,Flying,405.0,55.0,40.0,85.0,80.0,105.0,40.0,2.0,False,3.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.0.png
177.0,Natu,Psychic,Flying,320.0,40.0,50.0,45.0,70.0,45.0,70.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.0.png
178.0,Xatu,Psychic,Flying,470.0,65.0,75.0,70.0,95.0,70.0,95.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.0.png
179.0,Mareep,Electric,,280.0,55.0,40.0,40.0,65.0,45.0,35.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.0.png
180.0,Flaaffy,Electric,,365.0,70.0,55.0,55.0,80.0,60.0,45.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.0.png
181.0,Ampharos,Electric,,510.0,90.0,75.0,85.0,115.0,90.0,55.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.0.png
181.0,AmpharosMega Ampharos,Electric,Dragon,610.0,90.0,95.0,105.0,165.0,110.0,45.0,2.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.0.png
182.0,Bellossom,Grass,,490.0,75.0,80.0,95.0,90.0,100.0,50.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.0.png
183.0,Marill,Water,Fairy,250.0,70.0,20.0,50.0,20.0,50.0,40.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.0.png
184.0,Azumarill,Water,Fairy,420.0,100.0,50.0,80.0,60.0,80.0,50.0,2.0,False,3.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.0.png
185.0,Sudowoodo,Rock,,410.0,70.0,100.0,115.0,30.0,65.0,30.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.0.png
186.0,Politoed,Water,,500.0,90.0,75.0,75.0,90.0,100.0,70.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.0.png
187.0,Hoppip,Grass,Flying,250.0,35.0,35.0,40.0,35.0,55.0,50.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.0.png
188.0,Skiploom,Grass,Flying,340.0,55.0,45.0,50.0,45.0,65.0,80.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.0.png
189.0,Jumpluff,Grass,Flying,460.0,75.0,55.0,70.0,55.0,95.0,110.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.0.png
190.0,Aipom,Normal,,360.0,55.0,70.0,55.0,40.0,55.0,85.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.0.png
191.0,Sunkern,Grass,,180.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.0.png
192.0,Sunflora,Grass,,425.0,75.0,75.0,55.0,105.0,85.0,30.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.0.png
193.0,Yanma,Bug,Flying,390.0,65.0,65.0,45.0,75.0,45.0,95.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.0.png
194.0,Wooper,Water,Ground,210.0,55.0,45.0,45.0,25.0,25.0,15.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.0.png
195.0,Quagsire,Water,Ground,430.0,95.0,85.0,85.0,65.0,65.0,35.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.0.png
196.0,Espeon,Psychic,,525.0,65.0,65.0,60.0,130.0,95.0,110.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.0.png
197.0,Umbreon,Dark,,525.0,95.0,65.0,110.0,60.0,130.0,65.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.0.png
198.0,Murkrow,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.0.png
199.0,Slowking,Water,Psychic,490.0,95.0,75.0,80.0,100.0,110.0,30.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.0.png
200.0,Misdreavus,Ghost,,435.0,60.0,60.0,60.0,85.0,85.0,85.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.0.png
201.0,Unown,Psychic,,336.0,48.0,72.0,48.0,72.0,48.0,48.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.0.png
202.0,Wobbuffet,Psychic,,405.0,190.0,33.0,58.0,33.0,58.0,33.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.0.png
203.0,Girafarig,Normal,Psychic,455.0,70.0,80.0,65.0,90.0,65.0,85.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.0.png
204.0,Pineco,Bug,,290.0,50.0,65.0,90.0,35.0,35.0,15.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.0.png
205.0,Forretress,Bug,Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.0.png
206.0,Dunsparce,Normal,,415.0,100.0,70.0,70.0,65.0,65.0,45.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.0.png
207.0,Gligar,Ground,Flying,430.0,65.0,75.0,105.0,35.0,65.0,85.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.0.png
208.0,Steelix,Steel,Ground,510.0,75.0,85.0,200.0,55.0,65.0,30.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.0.png
208.0,SteelixMega Steelix,Steel,Ground,610.0,75.0,125.0,230.0,55.0,95.0,30.0,2.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.0.png
209.0,Snubbull,Fairy,,300.0,60.0,80.0,50.0,40.0,40.0,30.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.0.png
210.0,Granbull,Fairy,,450.0,90.0,120.0,75.0,60.0,60.0,45.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.0.png
211.0,Qwilfish,Water,Poison,430.0,65.0,95.0,75.0,55.0,55.0,85.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.0.png
212.0,Scizor,Bug,Steel,500.0,70.0,130.0,100.0,55.0,80.0,65.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.0.png
212.0,ScizorMega Scizor,Bug,Steel,600.0,70.0,150.0,140.0,65.0,100.0,75.0,2.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.0.png
213.0,Shuckle,Bug,Rock,505.0,20.0,10.0,230.0,10.0,230.0,5.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.0.png
214.0,Heracross,Bug,Fighting,500.0,80.0,125.0,75.0,40.0,95.0,85.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.0.png
214.0,HeracrossMega Heracross,Bug,Fighting,600.0,80.0,185.0,115.0,40.0,105.0,75.0,2.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.0.png
215.0,Sneasel,Dark,Ice,430.0,55.0,95.0,55.0,35.0,75.0,115.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.0.png
216.0,Teddiursa,Normal,,330.0,60.0,80.0,50.0,50.0,50.0,40.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.0.png
217.0,Ursaring,Normal,,500.0,90.0,130.0,75.0,75.0,75.0,55.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.0.png
218.0,Slugma,Fire,,250.0,40.0,40.0,40.0,70.0,40.0,20.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.0.png
219.0,Magcargo,Fire,Rock,410.0,50.0,50.0,120.0,80.0,80.0,30.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.0.png
220.0,Swinub,Ice,Ground,250.0,50.0,50.0,40.0,30.0,30.0,50.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.0.png
221.0,Piloswine,Ice,Ground,450.0,100.0,100.0,80.0,60.0,60.0,50.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.0.png
222.0,Corsola,Water,Rock,380.0,55.0,55.0,85.0,65.0,85.0,35.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.0.png
223.0,Remoraid,Water,,300.0,35.0,65.0,35.0,65.0,35.0,65.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.0.png
224.0,Octillery,Water,,480.0,75.0,105.0,75.0,105.0,75.0,45.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.0.png
225.0,Delibird,Ice,Flying,330.0,45.0,55.0,45.0,65.0,45.0,75.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.0.png
226.0,Mantine,Water,Flying,465.0,65.0,40.0,70.0,80.0,140.0,70.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.0.png
227.0,Skarmory,Steel,Flying,465.0,65.0,80.0,140.0,40.0,70.0,70.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.0.png
228.0,Houndour,Dark,Fire,330.0,45.0,60.0,30.0,80.0,50.0,65.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.0.png
229.0,Houndoom,Dark,Fire,500.0,75.0,90.0,50.0,110.0,80.0,95.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.0.png
229.0,HoundoomMega Houndoom,Dark,Fire,600.0,75.0,90.0,90.0,140.0,90.0,115.0,2.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.0.png
230.0,Kingdra,Water,Dragon,540.0,75.0,95.0,95.0,95.0,95.0,85.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.0.png
231.0,Phanpy,Ground,,330.0,90.0,60.0,60.0,40.0,40.0,40.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.0.png
232.0,Donphan,Ground,,500.0,90.0,120.0,120.0,60.0,60.0,50.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.0.png
234.0,Stantler,Normal,,465.0,73.0,95.0,62.0,85.0,65.0,85.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.0.png
235.0,Smeargle,Normal,,250.0,55.0,20.0,35.0,20.0,45.0,75.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.0.png
236.0,Tyrogue,Fighting,,210.0,35.0,35.0,35.0,35.0,35.0,35.0,2.0,False,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.0.png
237.0,Hitmontop,Fighting,,455.0,50.0,95.0,95.0,35.0,110.0,70.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.0.png
238.0,Smoochum,Ice,Psychic,305.0,45.0,30.0,15.0,85.0,65.0,65.0,2.0,False,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.0.png
239.0,Elekid,Electric,,360.0,45.0,63.0,37.0,65.0,55.0,95.0,2.0,False,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.0.png
240.0,Magby,Fire,,365.0,45.0,75.0,37.0,70.0,55.0,83.0,2.0,False,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.0.png
241.0,Miltank,Normal,,490.0,95.0,80.0,105.0,40.0,70.0,100.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.0.png
242.0,Blissey,Normal,,540.0,255.0,10.0,10.0,75.0,135.0,55.0,2.0,False,3.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.0.png
243.0,Raikou,Electric,,580.0,90.0,85.0,75.0,115.0,100.0,115.0,2.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.0.png
244.0,Entei,Fire,,580.0,115.0,115.0,85.0,90.0,75.0,100.0,2.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.0.png
245.0,Suicune,Water,,580.0,100.0,75.0,115.0,90.0,115.0,85.0,2.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.0.png
246.0,Larvitar,Rock,Ground,300.0,50.0,64.0,50.0,45.0,50.0,41.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.0.png
247.0,Pupitar,Rock,Ground,410.0,70.0,84.0,70.0,65.0,70.0,51.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.0.png
248.0,Tyranitar,Rock,Dark,600.0,100.0,134.0,110.0,95.0,100.0,61.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.0.png
248.0,TyranitarMega Tyranitar,Rock,Dark,700.0,100.0,164.0,150.0,95.0,120.0,71.0,2.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.0.png
249.0,Lugia,Psychic,Flying,680.0,106.0,90.0,130.0,90.0,154.0,110.0,2.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.0.png
250.0,Ho-oh,Fire,Flying,680.0,106.0,130.0,90.0,110.0,154.0,90.0,2.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.0.png
251.0,Celebi,Psychic,Grass,600.0,100.0,100.0,100.0,100.0,100.0,100.0,2.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.0.png
252.0,Treecko,Grass,,310.0,40.0,45.0,35.0,65.0,55.0,70.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.0.png
253.0,Grovyle,Grass,,405.0,50.0,65.0,45.0,85.0,65.0,95.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.0.png
254.0,Sceptile,Grass,,530.0,70.0,85.0,65.0,105.0,85.0,120.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.0.png
254.0,SceptileMega Sceptile,Grass,Dragon,630.0,70.0,110.0,75.0,145.0,85.0,145.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.0.png
255.0,Torchic,Fire,,310.0,45.0,60.0,40.0,70.0,50.0,45.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.0.png
256.0,Combusken,Fire,Fighting,405.0,60.0,85.0,60.0,85.0,60.0,55.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.0.png
257.0,Blaziken,Fire,Fighting,530.0,80.0,120.0,70.0,110.0,70.0,80.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.0.png
257.0,BlazikenMega Blaziken,Fire,Fighting,630.0,80.0,160.0,80.0,130.0,80.0,100.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.0.png
258.0,Mudkip,Water,,310.0,50.0,70.0,50.0,50.0,50.0,40.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.0.png
259.0,Marshtomp,Water,Ground,405.0,70.0,85.0,70.0,60.0,70.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.0.png
260.0,Swampert,Water,Ground,535.0,100.0,110.0,90.0,85.0,90.0,60.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.0.png
260.0,SwampertMega Swampert,Water,Ground,635.0,100.0,150.0,110.0,95.0,110.0,70.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.0.png
261.0,Poochyena,Dark,,220.0,35.0,55.0,35.0,30.0,30.0,35.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.0.png
262.0,Mightyena,Dark,,420.0,70.0,90.0,70.0,60.0,60.0,70.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.0.png
263.0,Zigzagoon,Normal,,240.0,38.0,30.0,41.0,30.0,41.0,60.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.0.png
264.0,Linoone,Normal,,420.0,78.0,70.0,61.0,50.0,61.0,100.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.0.png
